CELL_HEADER kernel,sign,source,target,got,expected,word_bad,field_bad,phase,ancilla,source_bad,control_bad,toffoli_sum64,peak,emitted_toffoli
CELL fused_halve,0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x2,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d0,0x800001e7,0x800001e7,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d2,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd22,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd22,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x1,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x2,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x1000003d0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x1000003d1,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x1000003d2,0x8000000000000000000000000000000000000000000000000000000000000000,0x8000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x0,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x2,0x1,0x1,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x1000003d0,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x1000003d1,0x8000000000000000000000000000000000000000000000000000000000000000,0x8000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x1000003d2,0x800001e9,0x800001e9,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x0,1,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x0,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x2,0x1,0x1,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x1000003d0,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x1000003d1,0x8000000000000000000000000000000000000000000000000000000000000000,0x8000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x1000003d2,0x800001e9,0x800001e9,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x0,0x0,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x1,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x2,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x1000003d0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x1000003d1,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x1000003d2,0x8000000000000000000000000000000000000000000000000000000000000000,0x8000000000000000000000000000000000000000000000000000000000000000,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x2,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x1000003d0,0x800001e7,0x800001e7,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x1000003d1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x1000003d2,0x800001e8,0x800001e8,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd22,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd22,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe16,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x1,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc30,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc30,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa48,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa48,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x1000003d0,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x1000003d1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x1000003d2,0x1,0x1,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbffffffffffffffffffffffffffffffffffffffffffffffffffffffebffffb3b,0xbffffffffffffffffffffffffffffffffffffffffffffffffffffffebffffb3b,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x0,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x2,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc30,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc30,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x1000003d0,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x1000003d1,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x1000003d2,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe18,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x1,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa47,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x1000003d0,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x1000003d1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x1000003d2,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbffffffffffffffffffffffffffffffffffffffffffffffffffffffebffffb3a,0xbffffffffffffffffffffffffffffffffffffffffffffffffffffffebffffb3a,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa45,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa45,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0x7ffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x1000003d2,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffe7ffffa46,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x0,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x1,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd24,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd24,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x2,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0d,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0d,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x1000003d0,0x40000000000000000000000000000000000000000000000000000000400000f4,0x40000000000000000000000000000000000000000000000000000000400000f4,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x1000003d1,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x1000003d2,0x40000000000000000000000000000000000000000000000000000000400000f5,0x40000000000000000000000000000000000000000000000000000000400000f5,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0x0,0x0,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0b,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2e,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd23,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2f,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0x3fffffffffffffffffffffffffffffffffffffffffffffffffffffffbfffff0c,0,0,1,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x0,0x1,0x1,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe19,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe19,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x2,0x2,0x2,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d0,0x800001e9,0x800001e9,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d1,0x8000000000000000000000000000000000000000000000000000000000000001,0x8000000000000000000000000000000000000000000000000000000000000001,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x1000003d2,0x800001ea,0x800001ea,0,0,0,0,0,0,231168,1028,3612
CELL fused_halve,1,0xfffffffffffffffffffffffffffffffffffffffffffffffffffffffefffffc2d,0x7fffffffffffffffffffffffffffffffffffffffffffffffffffffff7ffffe17,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd24,0xbfffffffffffffffffffffffffffffffffffffffffffffffffffffff3ffffd24,0,0,0,0,0,0,231168,1028,3612
