batch	shots	toffoli	clifford	classical_failures	phase_failure_shots	ancilla_failure_shots	any_failure_shots	phase_garbage_batches	ancilla_garbage_batches	inputs_end_offset
1	64	86782222	4947331005	0	0	0	0	0	0	36110
3	64	86781668	4933965217	0	0	0	0	0	0	72084
2	64	86826246	4931496299	0	0	0	0	0	0	108076
5	64	86816002	4946511958	0	0	0	0	0	0	144055
0	64	86814183	4941852805	0	0	0	0	0	0	179963
4	64	86835207	4945368021	0	0	0	0	0	0	215942
10	64	86828944	4942620696	0	0	0	0	0	0	251980
11	64	86796977	4927845852	0	0	0	0	0	0	288017
7	64	86789588	4943607333	0	0	0	0	0	0	323989
9	64	86787070	4941395561	0	0	0	0	0	0	359972
6	64	86801452	4935626328	0	0	0	0	0	0	395961
8	64	86811197	4930306459	0	0	0	0	0	0	431943
12	64	86828333	4935532244	0	0	0	0	0	0	467999
17	64	86812210	4940742448	0	0	0	0	0	0	504109
15	64	86806806	4937343934	0	0	0	0	0	0	540194
14	64	86780781	4929297120	0	0	0	0	0	0	576231
13	64	86768391	4929470214	0	0	0	0	0	0	612279
16	64	86790076	4934608819	0	0	0	0	0	0	648389
20	64	86786742	4939380851	0	0	0	0	0	0	684497
21	64	86754091	4938990515	0	0	0	0	0	0	720602
19	64	86790549	4939714075	0	0	0	0	0	0	756723
23	64	86791298	4933125055	0	0	0	0	0	0	792827
22	64	86800635	4937150493	0	0	0	0	0	0	828939
18	64	86798080	4937946307	0	0	0	0	0	0	865045
25	64	86784485	4938283258	0	0	0	0	0	0	901156
27	64	86799509	4928653309	0	0	0	0	0	0	937280
28	64	86767317	4939936669	0	0	0	0	0	0	973386
26	64	86778886	4946760580	0	0	0	0	0	0	1009481
24	64	86755865	4938734149	0	0	0	0	0	0	1045595
29	64	86776831	4934488588	0	0	0	0	0	0	1081716
32	64	86809687	4939487308	0	0	0	0	0	0	1117815
35	64	86805479	4931007149	0	0	0	0	0	0	1153923
34	64	86794078	4940282455	0	0	0	0	0	0	1190018
33	64	86831521	4941331719	0	0	0	0	0	0	1226128
31	64	86813924	4925993177	0	0	0	0	0	0	1262231
30	64	86765348	4941985227	0	0	0	0	0	0	1298354
39	64	86799767	4931936443	0	0	0	0	0	0	1334468
41	64	86820983	4934586009	0	0	0	0	0	0	1370599
40	64	86772104	4944933904	0	0	0	0	0	0	1406704
36	64	86833042	4932781749	0	0	0	0	0	0	1442838
38	64	86832120	4941261782	0	0	0	0	0	0	1478947
37	64	86810430	4930894136	0	0	0	0	0	0	1515056
45	64	86764447	4938077811	0	0	0	0	0	0	1551157
42	64	86760924	4934197951	0	0	0	0	0	0	1587265
44	64	86809943	4939865632	0	0	0	0	0	0	1623370
46	64	86798991	4938389018	0	0	0	0	0	0	1659480
47	64	86810548	4930706987	0	0	0	0	0	0	1695581
43	64	86803653	4940707980	0	0	0	0	0	0	1731682
49	64	86827133	4937520064	0	0	0	0	0	0	1767800
51	64	86794118	4933724751	0	0	0	0	0	0	1803890
50	64	86802554	4931815318	0	0	0	0	0	0	1839998
52	64	86814565	4943516090	0	0	0	0	0	0	1876094
48	64	86794018	4938536783	0	0	0	0	0	0	1912203
53	64	86792523	4936877377	0	0	0	0	0	0	1948312
56	64	86804777	4933754252	0	0	0	0	0	0	1984437
58	64	86814515	4938403338	0	0	0	0	0	0	2020546
57	64	86785992	4935782436	0	0	0	0	0	0	2056660
54	64	86813500	4937472127	0	0	0	0	0	0	2092767
59	64	86849694	4940481996	0	0	0	0	0	0	2128893
55	64	86817578	4939699112	0	0	0	0	0	0	2165010
64	64	86815415	4939073143	0	0	0	0	0	0	2201125
61	64	86777286	4939866369	0	0	0	0	0	0	2237241
62	64	86823354	4936534243	0	0	0	0	0	0	2273349
63	64	86798144	4928087619	0	0	0	0	0	0	2309455
60	64	86767737	4938036966	0	0	0	0	0	0	2345574
65	64	86813112	4937609788	0	0	0	0	0	0	2381685
67	64	86796499	4939146509	0	0	0	0	0	0	2417795
66	64	86837145	4934960342	0	0	0	0	0	0	2453895
70	64	86818842	4930471965	0	0	0	0	0	0	2490014
68	64	86822946	4938864887	0	0	0	0	0	0	2526106
69	64	86793373	4941636694	0	0	0	0	0	0	2562210
71	64	86811225	4938474716	0	0	0	0	0	0	2598302
72	64	86795081	4939270373	0	0	0	0	0	0	2634424
76	64	86849467	4929545328	0	0	0	0	0	0	2670534
77	64	86809829	4931038154	0	0	0	0	0	0	2706627
74	64	86769353	4932703227	0	0	0	0	0	0	2742736
75	64	86817485	4941020625	0	0	0	0	0	0	2778846
73	64	86822049	4940654058	0	0	0	0	0	0	2814942
82	64	86806411	4937128972	0	0	0	0	0	0	2851046
81	64	86792494	4933882670	0	0	0	0	0	0	2887166
83	64	86804497	4935310667	0	0	0	0	0	0	2923278
79	64	86785495	4934005481	0	0	0	0	0	0	2959371
78	64	86804445	4936986353	0	0	0	0	0	0	2995475
80	64	86809612	4943391569	0	0	0	0	0	0	3031596
84	64	86798672	4937288492	0	0	0	0	0	0	3067698
87	64	86768673	4931465448	0	0	0	0	0	0	3103804
85	64	86825756	4935016535	0	0	0	0	0	0	3139929
88	64	86834003	4934826557	0	0	0	0	0	0	3176039
86	64	86828219	4930847676	0	0	0	0	0	0	3212152
89	64	86812196	4945886632	0	0	0	0	0	0	3248270
93	64	86783013	4936683855	0	0	0	0	0	0	3284386
91	64	86784567	4936828288	0	0	0	0	0	0	3320494
94	64	86839434	4940105361	0	0	0	0	0	0	3356590
92	64	86786400	4936708004	0	0	0	0	0	0	3392701
95	64	86798460	4927798536	0	0	0	0	0	0	3428820
90	64	86818798	4935694114	0	0	0	0	0	0	3464936
