batch	shots	toffoli	clifford	classical_failures	phase_failure_shots	ancilla_failure_shots	any_failure_shots	phase_garbage_batches	ancilla_garbage_batches	inputs_end_offset
0	64	72169066	4790283788	0	0	0	0	0	0	36084
3	64	72167210	4791519467	0	0	0	0	0	0	72049
1	64	72165260	4781516033	0	0	0	0	0	0	108002
7	64	72157328	4787746010	0	0	0	0	0	0	143985
2	64	72164183	4779881946	0	0	0	0	0	0	179969
5	64	72157346	4784750316	0	0	0	0	0	0	215947
6	64	72169777	4785734942	0	0	0	0	0	0	251939
4	64	72162935	4775073456	0	0	0	0	0	0	287922
10	64	72163794	4776702810	0	0	0	0	0	0	323982
14	64	72175741	4782811241	0	0	0	0	0	0	360024
15	64	72167443	4781831826	0	0	0	0	0	0	396084
8	64	72170423	4786639375	0	0	0	0	0	0	432072
12	64	72167092	4784173685	0	0	0	0	0	0	468110
11	64	72151317	4783272671	0	0	0	0	0	0	504160
13	64	72161668	4785099176	0	0	0	0	0	0	540222
9	64	72165059	4788521000	0	0	0	0	0	0	576207
23	64	72167374	4786692107	0	0	0	0	0	0	612324
19	64	72156011	4785123633	0	0	0	0	0	0	648431
21	64	72162523	4786559866	0	0	0	0	0	0	684527
17	64	72162576	4783532949	0	0	0	0	0	0	720656
18	64	72155443	4782593259	0	0	0	0	0	0	756769
16	64	72163110	4782675402	0	0	0	0	0	0	792872
22	64	72161484	4791653424	0	0	0	0	0	0	828994
20	64	72170968	4781464702	0	0	0	0	0	0	865115
27	64	72163181	4792496126	0	0	0	0	0	0	901230
29	64	72151008	4778728626	0	0	0	0	0	0	937344
28	64	72152066	4789765559	0	0	0	0	0	0	973458
25	64	72163400	4780822470	0	0	0	0	0	0	1009566
30	64	72161970	4782557140	0	0	0	0	0	0	1045681
24	64	72160968	4774630404	0	0	0	0	0	0	1081780
26	64	72163031	4781715971	0	0	0	0	0	0	1117893
31	64	72164942	4786266657	1	0	0	1	0	0	1153981
33	64	72163118	4788918449	0	0	0	0	0	0	1190103
37	64	72164021	4783405718	0	0	0	0	0	0	1226213
38	64	72158091	4791534548	0	0	0	0	0	0	1262320
39	64	72153211	4786435723	0	0	0	0	0	0	1298432
36	64	72165606	4784975761	0	0	0	0	0	0	1334540
32	64	72186789	4781694327	0	0	0	0	0	0	1370651
34	64	72155349	4779321611	0	0	0	0	0	0	1406764
35	64	72158048	4788294943	0	0	0	0	0	0	1442884
42	64	72143509	4783765291	0	0	0	0	0	0	1478996
45	64	72161813	4785574210	0	0	0	0	0	0	1515092
46	64	72152249	4789433023	0	0	0	0	0	0	1551213
47	64	72149158	4783578942	0	0	0	0	0	0	1587340
44	64	72169022	4781714327	0	0	0	0	0	0	1623471
43	64	72158979	4776326965	0	0	0	0	0	0	1659598
41	64	72163167	4778314702	0	0	0	0	0	0	1695702
40	64	72158231	4783493154	0	0	0	0	0	0	1731808
54	64	72154505	4792529002	0	0	0	0	0	0	1767920
55	64	72166565	4776579195	0	0	0	0	0	0	1804038
53	64	72159984	4789683859	0	0	0	0	0	0	1840146
50	64	72160991	4778378143	0	0	0	0	0	0	1876265
49	64	72161748	4780628363	0	0	0	0	0	0	1912378
52	64	72157500	4781569660	0	0	0	0	0	0	1948496
51	64	72159399	4786071238	0	0	0	0	0	0	1984607
48	64	72173402	4790107280	0	0	0	0	0	0	2020720
57	64	72173834	4789367011	0	0	0	0	0	0	2056842
63	64	72171641	4781120139	0	0	0	0	0	0	2092932
60	64	72153839	4789214635	0	0	0	0	0	0	2129033
61	64	72157449	4785244479	0	0	0	0	0	0	2165143
62	64	72155952	4781214190	0	0	0	0	0	0	2201251
59	64	72151400	4780796743	0	0	0	0	0	0	2237369
56	64	72161176	4789288662	0	0	0	0	0	0	2273483
58	64	72175190	4783534991	0	0	0	0	0	0	2309598
65	64	72164313	4792416763	0	0	0	0	0	0	2345712
67	64	72170533	4785424995	0	0	0	0	0	0	2381813
69	64	72161509	4782934486	0	0	0	0	0	0	2417912
70	64	72159123	4777799622	0	0	0	0	0	0	2454021
66	64	72172975	4790574375	0	0	0	0	0	0	2490137
