batch	shots	toffoli	clifford	classical_failures	phase_failure_shots	ancilla_failure_shots	any_failure_shots	phase_garbage_batches	ancilla_garbage_batches	inputs_end_offset
4	64	97474179	4414569317	0	0	0	0	0	0	36145
7	64	97488701	4414546880	0	0	0	0	0	0	72128
5	64	97473280	4423320035	0	1	0	1	1	0	108106
6	64	97463924	4421337752	0	0	0	0	0	0	144098
3	64	97484328	4419659233	0	0	0	0	0	0	180063
1	64	97487003	4418159576	0	1	0	1	1	0	216016
0	64	97493763	4422761475	0	0	0	0	0	0	251938
2	64	97472363	4415283853	0	0	0	0	0	0	287922
13	64	97481881	4417558698	0	0	0	0	0	0	323984
14	64	97490381	4410165321	0	0	0	0	0	0	360026
12	64	97478542	4420741446	0	0	0	0	0	0	396064
8	64	97482585	4415079808	0	0	0	0	0	0	432052
15	64	97474926	4421239955	0	0	0	0	0	0	468112
9	64	97478799	4414113015	0	0	0	0	0	0	504097
10	64	97481419	4410308177	0	0	0	0	0	0	540157
11	64	97483805	4414337116	0	0	0	0	0	0	576207
23	64	97477333	4416280693	0	0	0	0	0	0	612324
22	64	97479601	4418825075	0	0	0	0	0	0	648446
20	64	97466998	4419543397	0	0	0	0	0	0	684567
17	64	97474916	4421746477	0	0	0	0	0	0	720696
21	64	97478228	4420630828	0	0	0	0	0	0	756792
19	64	97473705	4420326382	0	0	0	0	0	0	792899
16	64	97476358	4417653063	0	0	0	0	0	0	829002
18	64	97493211	4417857877	0	0	0	0	0	0	865115
30	64	97470008	4418031299	0	0	0	0	0	0	901230
29	64	97483182	4422397340	0	0	0	0	0	0	937344
25	64	97476461	4418182568	0	0	0	0	0	0	973452
27	64	97478197	4416092293	0	0	0	0	0	0	1009567
26	64	97491112	4419255846	0	0	0	0	0	0	1045680
24	64	97478295	4414779917	1	1	0	1	1	0	1081779
28	64	97477024	4420089950	0	0	0	0	0	0	1117893
31	64	97467337	4423149361	0	0	0	0	0	0	1153981
33	64	97465214	4415471237	1	0	0	1	0	0	1190103
35	64	97470523	4423480828	0	0	0	0	0	0	1226223
32	64	97497891	4410691859	0	0	0	0	0	0	1262334
39	64	97473617	4416891839	0	0	0	0	0	0	1298446
38	64	97482323	4430031851	0	0	0	0	0	0	1334553
34	64	97492063	4417524649	0	0	0	0	0	0	1370666
37	64	97474107	4422538613	0	0	0	0	0	0	1406776
36	64	97479702	4418747189	0	0	0	0	0	0	1442884
42	64	97478950	4417544211	0	0	0	0	0	0	1478996
46	64	97479452	4417134757	0	0	0	0	0	0	1515117
40	64	97473690	4414800989	0	0	0	0	0	0	1551223
43	64	97473242	4407966058	0	0	0	0	0	0	1587350
41	64	97482707	4412652366	0	0	0	0	0	0	1623454
47	64	97474813	4420797616	0	0	0	0	0	0	1659581
45	64	97478207	4416922751	0	0	0	0	0	0	1695677
44	64	97487974	4421640087	0	0	0	0	0	0	1731808
49	64	97488450	4407889964	0	0	0	0	0	0	1767921
50	64	97470816	4418244658	0	0	0	0	0	0	1804040
55	64	97476479	4414322601	0	0	0	0	0	0	1840158
52	64	97479194	4419135619	0	0	0	0	0	0	1876276
53	64	97472946	4416865418	0	0	0	0	0	0	1912384
54	64	97479183	4427799167	0	0	0	0	0	0	1948496
48	64	97481368	4419921399	0	0	0	0	0	0	1984609
51	64	97496166	4415084769	0	0	0	0	0	0	2020720
60	64	97477031	4416589812	0	0	0	0	0	0	2056821
61	64	97472594	4414401471	0	0	0	0	0	0	2092931
63	64	97474488	4416345609	1	1	0	1	1	0	2129021
57	64	97486130	4426288737	0	0	0	0	0	0	2165143
56	64	97483875	4416120857	0	0	0	0	0	0	2201257
59	64	97478119	4421515814	0	0	0	0	0	0	2237375
58	64	97481691	4413752296	0	0	0	0	0	0	2273490
62	64	97496690	4416297123	0	0	0	0	0	0	2309598
69	64	97471969	4417176885	0	0	0	0	0	0	2345697
68	64	97478398	4419508784	0	0	0	0	0	0	2381821
67	64	97480137	4414129270	0	0	0	0	0	0	2417922
64	64	97478803	4421602110	1	1	0	1	1	0	2454046
71	64	97479953	4411094881	0	0	0	0	0	0	2490161
65	64	97483891	4420950301	0	0	0	0	0	0	2526275
70	64	97480629	4409701628	1	1	0	1	1	0	2562385
66	64	97487363	4416811273	0	0	0	0	0	0	2598501
73	64	97480550	4423030555	0	0	0	0	0	0	2634600
75	64	97475031	4421074009	0	0	0	0	0	0	2670714
74	64	97488440	4421655545	0	0	0	0	0	0	2706821
78	64	97485042	4418177777	1	0	0	1	0	0	2742926
77	64	97480685	4415217751	0	0	0	0	0	0	2779045
72	64	97479194	4420424591	0	0	0	0	0	0	2815161
76	64	97471242	4408343338	1	0	0	1	0	0	2851288
79	64	97467746	4423234054	1	0	0	1	0	0	2887400
86	64	97476800	4417145337	0	0	0	0	0	0	2923511
87	64	97478719	4418477373	0	0	0	0	0	0	2959616
84	64	97478186	4419529809	0	0	0	0	0	0	2995719
85	64	97477506	4414571280	0	0	0	0	0	0	3031827
83	64	97488294	4418476135	0	0	0	0	0	0	3067928
82	64	97487999	4415477508	1	0	0	1	0	0	3104047
80	64	97472629	4422036881	0	0	0	0	0	0	3140167
81	64	97497831	4416687684	0	0	0	0	0	0	3176281
93	64	97486635	4414016830	0	0	0	0	0	0	3212385
92	64	97482304	4418258722	0	0	0	0	0	0	3248508
88	64	97481312	4414650415	1	1	0	1	1	0	3284625
94	64	97473549	4421603471	0	0	0	0	0	0	3320725
91	64	97476523	4416424781	0	0	0	0	0	0	3356817
89	64	97483788	4422719752	0	0	0	0	0	0	3392937
90	64	97478760	4424330190	1	1	0	1	1	0	3429040
95	64	97473557	4423813738	1	0	0	1	0	0	3465119
97	64	97459253	4413512014	0	0	0	0	0	0	3501225
99	64	97482953	4423376176	0	0	0	0	0	0	3537327
96	64	97475155	4420171316	0	0	0	0	0	0	3573436
98	64	97479194	4409692174	0	0	0	0	0	0	3609544
101	64	97493775	4411939248	0	0	0	0	0	0	3645695
102	64	97490366	4417326111	0	0	0	0	0	0	3681866
103	64	97483283	4414994208	0	0	0	0	0	0	3718035
100	64	97485522	4415742248	1	1	0	1	1	0	3754208
105	64	97486289	4418950257	0	0	0	0	0	0	3790377
111	64	97474974	4419690054	0	0	0	0	0	0	3826551
108	64	97486130	4419054853	0	0	0	0	0	0	3862737
107	64	97489946	4422600670	0	0	0	0	0	0	3898907
110	64	97477019	4416690487	0	0	0	0	0	0	3935069
109	64	97479114	4415800484	0	0	0	0	0	0	3971245
106	64	97483231	4420864714	0	0	0	0	0	0	4007427
104	64	97467713	4424333482	0	0	0	0	0	0	4043604
118	64	97470683	4424243395	0	0	0	0	0	0	4079779
116	64	97479153	4427566886	0	0	0	0	0	0	4115958
112	64	97473282	4420699791	0	0	0	0	0	0	4152151
114	64	97481874	4416553420	0	0	0	0	0	0	4188331
117	64	97482813	4409050975	1	0	0	1	0	0	4224507
119	64	97479584	4421350257	0	0	0	0	0	0	4260679
115	64	97473019	4411027205	0	0	0	0	0	0	4296848
113	64	97473007	4420510631	0	0	0	0	0	0	4333019
123	64	97473297	4420449977	0	0	0	0	0	0	4369189
122	64	97489631	4415762476	0	0	0	0	0	0	4405353
120	64	97474114	4409505128	0	0	0	0	0	0	4441535
121	64	97486092	4419727434	0	0	0	0	0	0	4477723
124	64	97485564	4414712808	1	0	0	1	0	0	4513898
126	64	97490637	4419792722	0	0	0	0	0	0	4550078
125	64	97479673	4416205238	0	0	0	0	0	0	4586254
127	64	97463133	4420127833	0	0	0	0	0	0	4622410
132	64	97463455	4415365502	1	0	0	1	0	0	4658575
134	64	97474438	4411029859	1	1	0	1	1	0	4694758
133	64	97475970	4415723452	0	0	0	0	0	0	4730930
129	64	97473169	4413933689	0	0	0	0	0	0	4767105
131	64	97485802	4416556818	0	0	0	0	0	0	4803273
128	64	97476196	4419793120	1	0	0	1	0	0	4839462
130	64	97471664	4417747535	0	0	0	0	0	0	4875641
135	64	97471838	4415485345	0	0	0	0	0	0	4911824
139	64	97477806	4426594528	0	0	0	0	0	0	4947998
138	64	97483807	4418782018	0	0	0	0	0	0	4984175
142	64	97474116	4419719552	0	0	0	0	0	0	5020349
140	64	97485422	4422364120	0	0	0	0	0	0	5056524
137	64	97472906	4415883996	0	0	0	0	0	0	5092700
143	64	97479676	4421895902	0	0	0	0	0	0	5128872
136	64	97468489	4419137050	0	0	0	0	0	0	5165061
141	64	97479385	4414529555	0	1	0	1	1	0	5201230
151	64	97493707	4421318056	0	0	0	0	0	0	5237410
149	64	97481442	4411594423	0	0	0	0	0	0	5273589
145	64	97480686	4420553965	0	0	0	0	0	0	5309764
146	64	97497776	4421685129	0	0	0	0	0	0	5345930
147	64	97475111	4423539605	1	0	0	1	0	0	5382095
144	64	97480395	4423664846	0	0	0	0	0	0	5418268
150	64	97479552	4420636542	0	0	0	0	0	0	5454443
148	64	97475072	4419300679	0	0	0	0	0	0	5490627
155	64	97471882	4418048758	0	0	0	0	0	0	5526795
158	64	97484165	4419665666	0	0	0	0	0	0	5563030
159	64	97478591	4416719150	1	0	0	1	0	0	5599277
152	64	97499958	4419876247	0	0	0	0	0	0	5635452
157	64	97478947	4417749594	0	1	0	1	1	0	5671689
153	64	97482541	4424149237	0	0	0	0	0	0	5707858
154	64	97473066	4411439565	0	0	0	0	0	0	5744023
156	64	97480335	4417289839	0	0	0	0	0	0	5780244
162	64	97479702	4424403767	0	0	0	0	0	0	5816481
167	64	97477102	4417793293	0	0	0	0	0	0	5852716
166	64	97481151	4413471661	0	0	0	0	0	0	5888954
165	64	97482987	4414042215	0	0	0	0	0	0	5925206
164	64	97493793	4416216539	0	0	0	0	0	0	5961444
163	64	97478007	4415640850	0	0	0	0	0	0	5997670
161	64	97490208	4414681806	0	0	0	0	0	0	6033908
160	64	97474157	4426950677	0	0	0	0	0	0	6070159
173	39	59403133	2687352151	0	0	0	0	0	0	6092248
170	64	97480267	4420381782	0	0	0	0	0	0	6128475
168	64	97477080	4425181964	0	1	0	1	1	0	6164718
172	64	97476366	4422436077	0	0	0	0	0	0	6200952
171	64	97479823	4413678531	1	1	0	2	1	0	6237202
169	64	97469462	4413350046	0	0	0	0	0	0	6273449
