batch	shots	toffoli	clifford	classical_failures	phase_failure_shots	ancilla_failure_shots	any_failure_shots	phase_garbage_batches	ancilla_garbage_batches	inputs_end_offset
6	64	80175470	4877803250	0	0	0	0	0	0	36153
5	64	80189623	4872584882	0	0	0	0	0	0	72122
7	64	80202536	4877706407	0	0	0	0	0	0	108090
4	64	80181145	4882073926	0	0	0	0	0	0	144063
3	64	80180771	4873749323	0	0	0	0	0	0	180050
1	64	80179369	4879224508	0	0	0	0	0	0	216006
0	64	80167983	4874245800	0	0	0	0	0	0	251907
2	64	80179750	4877094404	0	0	0	0	0	0	287884
13	64	80177697	4868315595	0	0	0	0	0	0	323947
8	64	80174181	4870340616	0	0	0	0	0	0	359942
9	64	80156039	4880000729	0	0	0	0	0	0	395921
11	64	80181682	4878889277	0	0	0	0	0	0	431974
15	64	80200473	4872577230	0	0	0	0	0	0	468048
10	64	80194221	4873400621	0	0	0	0	0	0	504083
14	64	80193830	4876331191	0	0	0	0	0	0	540130
12	64	80179634	4880881795	0	0	0	0	0	0	576185
22	64	80198695	4873584329	0	0	0	0	0	0	612294
20	64	80172893	4879524449	0	0	0	0	0	0	648411
23	64	80177442	4873407734	0	0	0	0	0	0	684534
19	64	80183869	4875193791	0	0	0	0	0	0	720635
17	64	80202216	4865960184	0	0	0	0	0	0	756743
18	64	80189973	4867814256	0	0	0	0	0	0	792853
21	64	80184016	4864476433	0	0	0	0	0	0	828964
16	64	80183724	4870105055	0	0	0	0	0	0	865053
26	64	80179175	4868280591	0	0	0	0	0	0	901172
25	64	80197252	4877637953	0	0	0	0	0	0	937277
31	64	80170671	4874470849	0	0	0	0	0	0	973382
28	64	80206187	4873745825	0	0	0	0	0	0	1009492
24	64	80175269	4877995287	0	0	0	0	0	0	1045594
27	64	80171938	4874846123	0	0	0	0	0	0	1081711
30	64	80191866	4875260820	0	0	0	0	0	0	1117814
29	64	80183185	4876521509	0	0	0	0	0	0	1153926
35	64	80182801	4866595812	0	0	0	0	0	0	1190022
32	64	80184497	4876751494	0	0	0	0	0	0	1226130
37	64	80148339	4876274816	0	0	0	0	0	0	1262228
34	64	80157880	4869903904	0	0	0	0	0	0	1298343
33	64	80183048	4874698353	0	0	0	0	0	0	1334447
39	64	80206841	4871816081	0	0	0	0	0	0	1370549
38	64	80170597	4877585021	0	0	0	0	0	0	1406654
36	64	80194461	4874356647	0	0	0	0	0	0	1442768
40	64	80178036	4871918674	0	0	0	0	0	0	1478879
41	64	80173274	4856848657	0	0	0	0	0	0	1514983
43	64	80207804	4877560799	0	0	0	0	0	0	1551111
42	64	80199759	4878617968	0	0	0	0	0	0	1587237
47	64	80166952	4874653455	0	0	0	0	0	0	1623342
45	64	80187517	4867375909	0	0	0	0	0	0	1659447
46	64	80188047	4873984449	0	0	0	0	0	0	1695570
44	64	80183106	4873070162	0	0	0	0	0	0	1731664
55	64	80173709	4879508870	0	0	0	0	0	0	1767790
48	64	80162288	4880074107	0	0	0	0	0	0	1803905
54	64	80188860	4876122399	0	0	0	0	0	0	1840032
52	64	80196313	4870997206	0	0	0	0	0	0	1876141
49	64	80188787	4867414835	0	0	0	0	0	0	1912249
51	64	80166641	4884102189	0	0	0	0	0	0	1948347
53	64	80175245	4877257884	0	0	0	0	0	0	1984465
50	64	80182934	4876500072	0	0	0	0	0	0	2020576
57	64	80199623	4877216916	0	0	0	0	0	0	2056669
56	64	80164555	4872562874	0	0	0	0	0	0	2092773
58	64	80185494	4880313476	0	0	0	0	0	0	2128865
61	64	80184648	4879862210	0	0	0	0	0	0	2164960
63	64	80173064	4875022942	0	0	0	0	0	0	2201070
60	64	80192974	4883808163	0	0	0	0	0	0	2237199
59	64	80166428	4871463534	0	0	0	0	0	0	2273313
62	64	80169737	4873769873	0	0	0	0	0	0	2309432
70	64	80176438	4879942519	0	0	0	0	0	0	2345549
65	64	80207091	4881010948	0	0	0	0	0	0	2381666
64	64	80188218	4880503644	0	0	0	0	0	0	2417777
66	64	80185895	4873389756	0	0	0	0	0	0	2453887
67	64	80192999	4874129892	0	0	0	0	0	0	2489994
69	64	80192204	4871960962	0	0	0	0	0	0	2526104
71	64	80187469	4878331078	0	0	0	0	0	0	2562202
68	64	80193280	4875545534	0	0	0	0	0	0	2598326
72	64	80170084	4875017039	0	0	0	0	0	0	2634449
74	64	80164741	4874890647	0	0	0	0	0	0	2670539
75	64	80195899	4872521089	0	0	0	0	0	0	2706613
76	64	80174000	4877440578	0	0	0	0	0	0	2742707
77	64	80169550	4881385130	0	0	0	0	0	0	2778819
78	64	80198087	4879744673	0	0	0	0	0	0	2814915
73	64	80192558	4873636006	0	0	0	0	0	0	2851022
79	64	80167321	4876980207	0	0	0	0	0	0	2887132
80	64	80185768	4870525712	0	0	0	0	0	0	2923249
81	64	80185327	4876054206	0	0	0	0	0	0	2959354
83	64	80169792	4868451545	0	0	0	0	0	0	2995469
82	64	80183435	4871771651	0	0	0	0	0	0	3031590
84	64	80184570	4883235369	0	0	0	0	0	0	3067693
85	64	80187127	4877672511	0	0	0	0	0	0	3103796
86	64	80193706	4872786876	0	0	0	0	0	0	3139897
87	64	80170940	4877597512	0	0	0	0	0	0	3176006
92	64	80175755	4876146693	0	0	0	0	0	0	3212112
93	64	80185940	4879361834	0	0	0	0	0	0	3248224
94	64	80175539	4875770373	0	0	0	0	0	0	3284342
90	64	80191258	4869765718	0	0	0	0	0	0	3320457
89	64	80173845	4874026701	0	0	0	0	0	0	3356565
91	64	80198802	4877452133	0	0	0	0	0	0	3392672
95	64	80181915	4884228674	0	0	0	0	0	0	3428767
88	64	80187594	4867968318	0	0	0	0	0	0	3464876
99	64	80183218	4878690280	0	0	0	0	0	0	3500977
98	64	80194926	4878552536	0	0	0	0	0	0	3537087
96	64	80176435	4879634715	0	0	0	0	0	0	3573206
101	64	80191415	4879814293	0	0	0	0	0	0	3609379
102	64	80177131	4877501633	0	0	0	0	0	0	3645552
103	64	80175360	4881048790	0	0	0	0	0	0	3681718
97	64	80195016	4880429917	0	0	0	0	0	0	3717832
100	64	80190392	4876275407	0	0	0	0	0	0	3753996
105	64	80178561	4882774381	0	0	0	0	0	0	3790172
