phase	start	end	ops	ccx	ccz	hmr	reset
init	0	87	87	29	0	0	3
window_qrom_xy_load_walk	87	33947725	33947638	65534	0	65534	65534
tlm_coord_x_sub	33947725	33951005	3280	586	2	75	78
tlm_coord_y_sub	33951005	33954285	3280	586	2	75	78
window_qrom_xy_unload_measure	33954285	33955309	1024	0	0	512	512
window_qrom_xy_unload_clear	33955309	67513833	33558524	1020	0	0	512
pp_setup	67513833	67514083	250	0	0	0	0
pp_value_forward	67514083	68820368	1306285	98942	0	98942	100853
pp_replay_halving_initial	68820368	68821292	924	88	0	88	89
pp_replay_halving_seed	68821292	68823227	1935	152	0	153	154
pp_replay_halving_ordinary	68823227	68828450	5223	393	0	393	400
pp_replay_halving_ordinary	68828450	68833673	5223	393	0	393	400
pp_replay_halving_ordinary	68833673	68838896	5223	393	0	393	400
pp_replay_halving_ordinary	68838896	68844119	5223	393	0	393	400
pp_replay_halving_ordinary	68844119	68849342	5223	393	0	393	400
pp_replay_halving_ordinary	68849342	68854565	5223	393	0	393	400
pp_replay_halving_ordinary	68854565	68859788	5223	393	0	393	400
pp_replay_halving_ordinary	68859788	68865011	5223	393	0	393	400
pp_replay_halving_ordinary	68865011	68870234	5223	393	0	393	400
pp_replay_halving_ordinary	68870234	68875457	5223	393	0	393	400
pp_replay_halving_ordinary	68875457	68880680	5223	393	0	393	400
pp_replay_halving_ordinary	68880680	68885903	5223	393	0	393	400
pp_replay_halving_ordinary	68885903	68891126	5223	393	0	393	400
pp_replay_halving_ordinary	68891126	68896349	5223	393	0	393	400
pp_replay_halving_ordinary	68896349	68901572	5223	393	0	393	400
pp_replay_halving_ordinary	68901572	68906795	5223	393	0	393	400
pp_replay_halving_ordinary	68906795	68912018	5223	393	0	393	400
pp_replay_halving_ordinary	68912018	68917241	5223	393	0	393	400
pp_replay_halving_ordinary	68917241	68922464	5223	393	0	393	400
pp_replay_halving_ordinary	68922464	68927687	5223	393	0	393	400
pp_replay_halving_ordinary	68927687	68932910	5223	393	0	393	400
pp_replay_halving_ordinary	68932910	68938133	5223	393	0	393	400
pp_replay_halving_ordinary	68938133	68943356	5223	393	0	393	400
pp_replay_halving_ordinary	68943356	68948579	5223	393	0	393	400
