batch	index	address	target_x	target_y	addend_x	addend_y	expected_x	expected_y	got_x	got_y	got_address	classical_failure	phase_failure	ancilla_failure	any_failure
0	20	8	0xca0fe4c783635e55688e9285e73063bcc34b406d22edea94b7a488a534fbfb89	0x50a38d57b27b761b76377ed0d0fdfe47a340c36ab02ec9862e215ae61c83f248	0x2f01e5e15cca351daff3843fb70f3c2f0a1bdd05e5af888a67784ef3e10a2a01	0x5c4da8a741539949293d082a132d13b4c2e213d6ba5b7617b5da2cb76cbde904	0x31056b4840316b6a13bd26acf7e42e24ba546c8acb2f820d675c9723c5f0d241	0xb2713dd4d1f65ddfca481ea056c671cc76241fb1447628467ff342469223d471	0x31056b4840316b6a13bd26acf7e42e24ba546c8acb2f820d675c9723c5f0d241	0xb2713dd4d1f65ddfca481ea056c671cc76241fb1447628467ff342469223d471	0x8	0	0	0	0
0	21	2	0x3f13eba79ce17934af1cbd460e816cd2f579863416e7331c744475fd6785e01e	0x6be7baece59df3e56a16b213164ff40946194df21fb87c7a1f5377b213bfcba4	0xc6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5	0x1ae168fea63dc339a3c58419466ceaeef7f632653266d0e1236431a950cfe52a	0x175280d5ff077b213d69a97ced3cdfbe56ffeb64ec1b7cbe00e8076c7380c7cc	0x52925e31c583ccdff8b549f2eaadd9f747f25646d78dfa8135cd288fabaa971f	0x175280d5ff077b213d69a97ced3cdfbe56ffeb64ec1b7cbe00e8076c7380c7cc	0x52925e31c583ccdff8b549f2eaadd9f747f25646d78dfa8135cd288fabaa971f	0x2	0	0	0	0
0	22	10	0xe1c6d0c1b591329efacc39df805b9345b14e2823f1f8b050a9450d9cefcefb40	0x990a8adfd1b714c95f7148b865814c7e564394a1b3f87872ef8aa5bf587b754a	0xa0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7	0x893aba425419bc27a3b6c7e693a24c696f794c2ed877a1593cbee53b037368d7	0xd758baa88c6a2fe2a62afd9dd2b07f685502c734fae76b5889ab9d96905ed3a5	0x2a8b6bdfbb30b24cd0d6edd99a4a0a6d065e410a574b3ed91a53baef538ddb66	0xd758baa88c6a2fe2a62afd9dd2b07f685502c734fae76b5889ab9d96905ed3a5	0x2a8b6bdfbb30b24cd0d6edd99a4a0a6d065e410a574b3ed91a53baef538ddb66	0xa	0	0	0	0
0	23	5	0x7001aa72a55436e26c7fc0838ef276213353c18ed48b82296d45721aba0855f4	0x483016b42892b3a4be27eb225f07a97161fcec5c20e0387599dd1cacfe36629a	0x2f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4	0xd8ac222636e5e3d6d4dba9dda6c9c426f788271bab0d6840dca87d3aa6ac62d6	0x780dad25472b415a713b3523e2605b3d8ff841b825419d2def91fd77c15ad0f8	0xee33246f7d2091a09b8eeddbe15bf2a2960d352041a591188651f8ac3e838be5	0x780dad25472b415a713b3523e2605b3d8ff841b825419d2def91fd77c15ad0f8	0xee33246f7d2091a09b8eeddbe15bf2a2960d352041a591188651f8ac3e838be5	0x5	0	0	0	0
0	24	7	0x88fcd32bbf32b92af4d33f162de430ed1e9610c8aa08300786675f98c1683cc0	0xeb153dac43d8b8ff24c9c88b39676579b099a597b8c42e7970ae82de44763308	0x5cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bc	0x6aebca40ba255960a3178d6d861a54dba813d0b813fde7b5a5082628087264da	0xf06bbbf82b61137073b66320b9f1c9fbd03fc0bb2dbedf29623526c7d6dfe411	0xfbecc1971884c93f9a6ab56fcf728383dab8121e03366e4983ebb20ecb604191	0xf06bbbf82b61137073b66320b9f1c9fbd03fc0bb2dbedf29623526c7d6dfe411	0xfbecc1971884c93f9a6ab56fcf728383dab8121e03366e4983ebb20ecb604191	0x7	0	0	0	0
0	25	8	0x5632898d4b0571268952e56a9f6630c875f4b7525d456e64e369565822f0bd49	0x84f16df364d0dfc27c9b1f33f1221acb6b5bd9ac8971c799d78e94215572c561	0x2f01e5e15cca351daff3843fb70f3c2f0a1bdd05e5af888a67784ef3e10a2a01	0x5c4da8a741539949293d082a132d13b4c2e213d6ba5b7617b5da2cb76cbde904	0x3f18827b6e580c0d776429f1198c8d3d91362f9a895125d7b0c951373049337c	0x8162873e49454e1bbba0b6c0c7c2348b7605d511ee00ce74e9987a7dfb434f42	0x3f18827b6e580c0d776429f1198c8d3d91362f9a895125d7b0c951373049337c	0x8162873e49454e1bbba0b6c0c7c2348b7605d511ee00ce74e9987a7dfb434f42	0x8	0	0	0	0
0	26	7	0xe1dae8da3ef86107c8f98910dbb663444d7cacb3e7a2c35b701435f504cc600b	0x3bd9474a1e0a6fa13922d30ca6aa5081d96355682c702be319175b25bb544450	0x5cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bc	0x6aebca40ba255960a3178d6d861a54dba813d0b813fde7b5a5082628087264da	0x64e28cee3875b73f8bd2f88a33f8674162e1cc9d2b07dc25f959dd1ce2878b77	0x3a3270ece8443c5e228997f676c459e98833a386e6014c975b2776dca8ad5c92	0x64e28cee3875b73f8bd2f88a33f8674162e1cc9d2b07dc25f959dd1ce2878b77	0x3a3270ece8443c5e228997f676c459e98833a386e6014c975b2776dca8ad5c92	0x7	0	0	0	0
0	27	0	0x96da2e3ab6344c08ca3d6f66c11208ddaeb18cbed32662b89c16118052d5dcb2	0x4ae1325bb81e460cf1601436b41d90534029481cadf9391b2b0d1c9b9a06bbbe	0x0	0x0	0x96da2e3ab6344c08ca3d6f66c11208ddaeb18cbed32662b89c16118052d5dcb2	0x4ae1325bb81e460cf1601436b41d90534029481cadf9391b2b0d1c9b9a06bbbe	0x89a548f200685f3d657f6b9fcd67d3e38f6dcc16b60c88e189c717317ceb5fba	0x23054d6c1c5f9772e90b8fe58cad9c7626e270c2bf2c1945b41c50acb55a9197	0x0	1	0	0	1
0	28	13	0xecd78c83bd23bf2085d85445c16b6e58c62c153b69e9703df99e7359f35d4414	0xdeb3d6c94a6432b6d8cfbd31af780c2fa38f761baea62062e63288e0c35c84cf	0xf28773c2d975288bc7d1d205c3748651b075fbc6610e58cddeeddf8f19405aa8	0xab0902e8d880a89758212eb65cdaf473a1a06da521fa91f29b5cb52db03ed81	0xc52cbb4be2d0a59a4b40b30b5081db3bda3c75491a48e129bf6b556d5a1d27fb	0xe36e38c8c3e00b1cc350fda54436f9c069ffed51dc66259901befcfcb6ac9451	0xc52cbb4be2d0a59a4b40b30b5081db3bda3c75491a48e129bf6b556d5a1d27fb	0xe36e38c8c3e00b1cc350fda54436f9c069ffed51dc66259901befcfcb6ac9451	0xd	0	0	0	0
0	29	11	0x46b42323c0a6642145af820dde073f272076bfc248aa964e49a7b23978378c99	0x7227e71b58ef1d87b2f3a6f029348dac59c28310adb945d7fcce02ae5daf3452	0x774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cb	0xd984a032eb6b5e190243dd56d7b7b365372db1e2dff9d6a8301d74c9c953c61b	0x85e71dfe7d7d0b9cb476dc41d7303543f4c460e9477798d1debb122973f165d2	0x99d30b0c08c099d1207f20b6923c74f38ffe728e13d37dc70d1f57ef07f3481a	0x85e71dfe7d7d0b9cb476dc41d7303543f4c460e9477798d1debb122973f165d2	0x99d30b0c08c099d1207f20b6923c74f38ffe728e13d37dc70d1f57ef07f3481a	0xb	0	0	0	0
0	30	0	0xd23dd364588db7baf48b802d7cd42b7df543c46ce23a1b23cc565f90bc89aae2	0xa1a3c518120a5705ae3da8f87fc46937285017c9442c076b3d77276b7c59be62	0x0	0x0	0xd23dd364588db7baf48b802d7cd42b7df543c46ce23a1b23cc565f90bc89aae2	0xa1a3c518120a5705ae3da8f87fc46937285017c9442c076b3d77276b7c59be62	0xaa7d5269df89304aa31dafa311835930a24e11c2d861bc88c76652d9a0ad6b5f	0x9c47203638e2d1186be4c5e6618e6c9753a5e01df6716fdf1051ef9be7510d23	0x0	1	0	0	1
0	31	8	0xe94950fa72f6ac8be549f85c4869fed19aae0f5081a15a0d343464313a3c45f1	0x5a7f84d558d39a8556177bbff31175882d190390c459c8a210d6f77f38969e7	0x2f01e5e15cca351daff3843fb70f3c2f0a1bdd05e5af888a67784ef3e10a2a01	0x5c4da8a741539949293d082a132d13b4c2e213d6ba5b7617b5da2cb76cbde904	0xe1074d0ffe8ed9e3bd92d5939520fd6dafa1e94b61571e54d7818d896f8297bf	0xa9666d2eef7c24eec3bffe28d92dcedc767671481ebc7fb1e99d23330f4c8bef	0xe1074d0ffe8ed9e3bd92d5939520fd6dafa1e94b61571e54d7818d896f8297bf	0xa9666d2eef7c24eec3bffe28d92dcedc767671481ebc7fb1e99d23330f4c8bef	0x8	0	0	0	0
