phase	start	end	ops	ccx	ccz	hmr	reset
tlm_apply_inverse_swap	68155150	68155918	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68155918	68160692	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68160692	68161351	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68161351	68161667	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68161667	68161670	3	0	0	0	0
tlm_inverse_gcd_forward_shift	68161670	68162600	930	231	0	0	2
tlm_inverse_gcd_forward_compare	68162600	68163779	1179	267	0	34	35
tlm_inverse_gcd_forward_body	68163779	68168383	4604	543	4	311	314
tlm_apply_inverse_fold	68168383	68170103	1720	310	0	54	62
tlm_apply_inverse_swap	68170103	68170871	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68170871	68175645	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68175645	68176304	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68176304	68176620	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68176620	68176786	166	18	0	4	7
tlm_inverse_gcd_forward_shift	68176786	68177712	926	230	0	0	2
tlm_inverse_gcd_forward_compare	68177712	68178888	1176	266	0	34	35
tlm_inverse_gcd_forward_body	68178888	68183421	4533	537	4	306	309
tlm_apply_inverse_fold	68183421	68185141	1720	310	0	54	62
tlm_apply_inverse_swap	68185141	68185909	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68185909	68190683	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68190683	68191342	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68191342	68191658	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68191658	68191661	3	0	0	0	0
tlm_inverse_gcd_forward_shift	68191661	68192583	922	229	0	0	2
tlm_inverse_gcd_forward_compare	68192583	68193756	1173	265	0	34	35
tlm_inverse_gcd_forward_body	68193756	68198302	4546	537	4	307	310
tlm_apply_inverse_fold	68198302	68200022	1720	310	0	54	62
tlm_apply_inverse_swap	68200022	68200790	768	256	0	0	0
tlm_apply_inverse_mod_sub_register	68200790	68205564	4774	579	3	322	325
tlm_apply_inverse_mod_sub_fold	68205564	68206223	659	55	2	55	55
tlm_apply_inverse_mod_sub_clean	68206223	68206539	316	19	0	20	22
tlm_inverse_gcd_forward_codec	68206539	68206542	3	0	0	0	0
