k,u_before,v_before,tape_bit,sum,u_after,v_after
643,20769155949415978997729807300670020478392700332630946398891,20769155949415978997729807300670020478369353682985974079147,0,41538311898831957995459614601340040956762054015616920478038,20769155949415978997729807300670020478381027007808460239019,20769155949415978997729807300670020478369353682985974079147
644,20769155949415978997729807300670020478381027007808460239019,20769155949415978997729807300670020478369353682985974079147,0,41538311898831957995459614601340040956750380690794434318166,20769155949415978997729807300670020478381027007808460239019,20769155949415978997729807300670020478375190345397217159083
645,20769155949415978997729807300670020478381027007808460239019,20769155949415978997729807300670020478375190345397217159083,0,41538311898831957995459614601340040956756217353205677398102,20769155949415978997729807300670020478378108676602838699051,20769155949415978997729807300670020478375190345397217159083
646,20769155949415978997729807300670020478378108676602838699051,20769155949415978997729807300670020478375190345397217159083,0,41538311898831957995459614601340040956753299022000055858134,20769155949415978997729807300670020478378108676602838699051,20769155949415978997729807300670020478376649511000027929067
647,20769155949415978997729807300670020478378108676602838699051,20769155949415978997729807300670020478376649511000027929067,0,41538311898831957995459614601340040956754758187602866628118,20769155949415978997729807300670020478377379093801433314059,20769155949415978997729807300670020478376649511000027929067
648,20769155949415978997729807300670020478377379093801433314059,20769155949415978997729807300670020478376649511000027929067,0,41538311898831957995459614601340040956754028604801461243126,20769155949415978997729807300670020478377379093801433314059,20769155949415978997729807300670020478377014302400730621563
649,20769155949415978997729807300670020478377379093801433314059,20769155949415978997729807300670020478377014302400730621563,0,41538311898831957995459614601340040956754393396202163935622,20769155949415978997729807300670020478377196698101081967811,20769155949415978997729807300670020478377014302400730621563
650,20769155949415978997729807300670020478377196698101081967811,20769155949415978997729807300670020478377014302400730621563,0,41538311898831957995459614601340040956754211000501812589374,20769155949415978997729807300670020478377196698101081967811,20769155949415978997729807300670020478377105500250906294687
651,20769155949415978997729807300670020478377196698101081967811,20769155949415978997729807300670020478377105500250906294687,0,41538311898831957995459614601340040956754302198351988262498,20769155949415978997729807300670020478377151099175994131249,20769155949415978997729807300670020478377105500250906294687
652,20769155949415978997729807300670020478377151099175994131249,20769155949415978997729807300670020478377105500250906294687,1,-45598925087836562,20769155949415978997729807300670020478377151099175994131249,-22799462543918281
653,20769155949415978997729807300670020478377151099175994131249,-22799462543918281,1,20769155949415978997729807300670020478377173898638538049530,10384577974707989498864903650335010239188586949319269024765,-22799462543918281
654,10384577974707989498864903650335010239188586949319269024765,-22799462543918281,1,-10384577974707989498864903650335010239188609748781812943046,10384577974707989498864903650335010239188586949319269024765,-5192288987353994749432451825167505119594304874390906471523
655,10384577974707989498864903650335010239188586949319269024765,-5192288987353994749432451825167505119594304874390906471523,0,5192288987353994749432451825167505119594282074928362553242,2596144493676997374716225912583752559797141037464181276621,-5192288987353994749432451825167505119594304874390906471523
656,2596144493676997374716225912583752559797141037464181276621,-5192288987353994749432451825167505119594304874390906471523,0,-2596144493676997374716225912583752559797163836926725194902,2596144493676997374716225912583752559797141037464181276621,-1298072246838498687358112956291876279898581918463362597451
657,2596144493676997374716225912583752559797141037464181276621,-1298072246838498687358112956291876279898581918463362597451,0,1298072246838498687358112956291876279898559119000818679170,649036123419249343679056478145938139949279559500409339585,-1298072246838498687358112956291876279898581918463362597451
658,649036123419249343679056478145938139949279559500409339585,-1298072246838498687358112956291876279898581918463362597451,0,-649036123419249343679056478145938139949302358962953257866,649036123419249343679056478145938139949279559500409339585,-324518061709624671839528239072969069974651179481476628933
659,649036123419249343679056478145938139949279559500409339585,-324518061709624671839528239072969069974651179481476628933,1,973554185128874015518584717218907209923930738981885968518,486777092564437007759292358609453604961965369490942984259,-324518061709624671839528239072969069974651179481476628933
660,486777092564437007759292358609453604961965369490942984259,-324518061709624671839528239072969069974651179481476628933,0,162259030854812335919764119536484534987314190009466355326,486777092564437007759292358609453604961965369490942984259,81129515427406167959882059768242267493657095004733177663
661,486777092564437007759292358609453604961965369490942984259,81129515427406167959882059768242267493657095004733177663,0,567906607991843175719174418377695872455622464495676161922,283953303995921587859587209188847936227811232247838080961,81129515427406167959882059768242267493657095004733177663
662,283953303995921587859587209188847936227811232247838080961,81129515427406167959882059768242267493657095004733177663,1,-202823788568515419899705149420605668734154137243104903298,283953303995921587859587209188847936227811232247838080961,-101411894284257709949852574710302834367077068621552451649
663,283953303995921587859587209188847936227811232247838080961,-101411894284257709949852574710302834367077068621552451649,1,385365198280179297809439783899150770594888300869390532610,192682599140089648904719891949575385297444150434695266305,-101411894284257709949852574710302834367077068621552451649
664,192682599140089648904719891949575385297444150434695266305,-101411894284257709949852574710302834367077068621552451649,1,-294094493424347358854572466659878219664521219056247717954,192682599140089648904719891949575385297444150434695266305,-147047246712173679427286233329939109832260609528123858977
665,192682599140089648904719891949575385297444150434695266305,-147047246712173679427286233329939109832260609528123858977,1,339729845852263328332006125279514495129704759962819125282,169864922926131664166003062639757247564852379981409562641,-147047246712173679427286233329939109832260609528123858977
666,169864922926131664166003062639757247564852379981409562641,-147047246712173679427286233329939109832260609528123858977,1,-316912169638305343593289295969696357397112989509533421618,169864922926131664166003062639757247564852379981409562641,-158456084819152671796644647984848178698556494754766710809
667,169864922926131664166003062639757247564852379981409562641,-158456084819152671796644647984848178698556494754766710809,1,328321007745284335962647710624605426263408874736176273450,164160503872642167981323855312302713131704437368088136725,-158456084819152671796644647984848178698556494754766710809
668,164160503872642167981323855312302713131704437368088136725,-158456084819152671796644647984848178698556494754766710809,1,-322616588691794839777968503297150891830260932122854847534,164160503872642167981323855312302713131704437368088136725,-161308294345897419888984251648575445915130466061427423767
669,164160503872642167981323855312302713131704437368088136725,-161308294345897419888984251648575445915130466061427423767,0,2852209526744748092339603663727267216573971306660712958,1426104763372374046169801831863633608286985653330356479,-161308294345897419888984251648575445915130466061427423767
670,1426104763372374046169801831863633608286985653330356479,-161308294345897419888984251648575445915130466061427423767,1,-162734399109269793935154053480439079523417451714757780246,1426104763372374046169801831863633608286985653330356479,-81367199554634896967577026740219539761708725857378890123
671,1426104763372374046169801831863633608286985653330356479,-81367199554634896967577026740219539761708725857378890123,1,82793304318007271013746828572083173369995711510709246602,41396652159003635506873414286041586684997855755354623301,-81367199554634896967577026740219539761708725857378890123
672,41396652159003635506873414286041586684997855755354623301,-81367199554634896967577026740219539761708725857378890123,0,-39970547395631261460703612454177953076710870102024266822,41396652159003635506873414286041586684997855755354623301,-19985273697815630730351806227088976538355435051012133411
673,41396652159003635506873414286041586684997855755354623301,-19985273697815630730351806227088976538355435051012133411,0,21411378461188004776521608058952610146642420704342489890,10705689230594002388260804029476305073321210352171244945,-19985273697815630730351806227088976538355435051012133411
674,10705689230594002388260804029476305073321210352171244945,-19985273697815630730351806227088976538355435051012133411,0,-9279584467221628342091002197612671465034224698840888466,10705689230594002388260804029476305073321210352171244945,-4639792233610814171045501098806335732517112349420444233
675,10705689230594002388260804029476305073321210352171244945,-4639792233610814171045501098806335732517112349420444233,1,15345481464204816559306305128282640805838322701591689178,7672740732102408279653152564141320402919161350795844589,-4639792233610814171045501098806335732517112349420444233
676,7672740732102408279653152564141320402919161350795844589,-4639792233610814171045501098806335732517112349420444233,1,-12312532965713222450698653662947656135436273700216288822,7672740732102408279653152564141320402919161350795844589,-6156266482856611225349326831473828067718136850108144411
677,7672740732102408279653152564141320402919161350795844589,-6156266482856611225349326831473828067718136850108144411,0,1516474249245797054303825732667492335201024500687700178,758237124622898527151912866333746167600512250343850089,-6156266482856611225349326831473828067718136850108144411
678,758237124622898527151912866333746167600512250343850089,-6156266482856611225349326831473828067718136850108144411,0,-5398029358233712698197413965140081900117624599764294322,758237124622898527151912866333746167600512250343850089,-2699014679116856349098706982570040950058812299882147161
679,758237124622898527151912866333746167600512250343850089,-2699014679116856349098706982570040950058812299882147161,1,3457251803739754876250619848903787117659324550225997250,1728625901869877438125309924451893558829662275112998625,-2699014679116856349098706982570040950058812299882147161
680,1728625901869877438125309924451893558829662275112998625,-2699014679116856349098706982570040950058812299882147161,1,-4427640580986733787224016907021934508888474574995145786,1728625901869877438125309924451893558829662275112998625,-2213820290493366893612008453510967254444237287497572893
681,1728625901869877438125309924451893558829662275112998625,-2213820290493366893612008453510967254444237287497572893,1,3942446192363244331737318377962860813273899562610571518,1971223096181622165868659188981430406636949781305285759,-2213820290493366893612008453510967254444237287497572893
682,1971223096181622165868659188981430406636949781305285759,-2213820290493366893612008453510967254444237287497572893,0,-242597194311744727743349264529536847807287506192287134,1971223096181622165868659188981430406636949781305285759,-121298597155872363871674632264768423903643753096143567
683,1971223096181622165868659188981430406636949781305285759,-121298597155872363871674632264768423903643753096143567,1,2092521693337494529740333821246198830540593534401429326,1046260846668747264870166910623099415270296767200714663,-121298597155872363871674632264768423903643753096143567
684,1046260846668747264870166910623099415270296767200714663,-121298597155872363871674632264768423903643753096143567,1,-1167559443824619628741841542887867839173940520296858230,1046260846668747264870166910623099415270296767200714663,-583779721912309814370920771443933919586970260148429115
685,1046260846668747264870166910623099415270296767200714663,-583779721912309814370920771443933919586970260148429115,1,1630040568581057079241087682067033334857267027349143778,815020284290528539620543841033516667428633513674571889,-583779721912309814370920771443933919586970260148429115
686,815020284290528539620543841033516667428633513674571889,-583779721912309814370920771443933919586970260148429115,0,231240562378218725249623069589582747841663253526142774,815020284290528539620543841033516667428633513674571889,115620281189109362624811534794791373920831626763071387
687,815020284290528539620543841033516667428633513674571889,115620281189109362624811534794791373920831626763071387,1,699400003101419176995732306238725293507801886911500502,349700001550709588497866153119362646753900943455750251,115620281189109362624811534794791373920831626763071387
688,349700001550709588497866153119362646753900943455750251,115620281189109362624811534794791373920831626763071387,0,465320282739818951122677687914154020674732570218821638,349700001550709588497866153119362646753900943455750251,232660141369909475561338843957077010337366285109410819
689,349700001550709588497866153119362646753900943455750251,232660141369909475561338843957077010337366285109410819,0,582360142920619064059204997076439657091267228565161070,291180071460309532029602498538219828545633614282580535,232660141369909475561338843957077010337366285109410819
690,291180071460309532029602498538219828545633614282580535,232660141369909475561338843957077010337366285109410819,0,523840212830219007590941342495296838882999899391991354,291180071460309532029602498538219828545633614282580535,261920106415109503795470671247648419441499949695995677
691,291180071460309532029602498538219828545633614282580535,261920106415109503795470671247648419441499949695995677,1,29259965045200028234131827290571409104133664586584858,14629982522600014117065913645285704552066832293292429,261920106415109503795470671247648419441499949695995677
692,14629982522600014117065913645285704552066832293292429,261920106415109503795470671247648419441499949695995677,0,276550088937709517912536584892934123993566781989288106,14629982522600014117065913645285704552066832293292429,138275044468854758956268292446467061996783390994644053
693,14629982522600014117065913645285704552066832293292429,138275044468854758956268292446467061996783390994644053,0,152905026991454773073334206091752766548850223287936482,76452513495727386536667103045876383274425111643968241,138275044468854758956268292446467061996783390994644053
694,76452513495727386536667103045876383274425111643968241,138275044468854758956268292446467061996783390994644053,0,214727557964582145492935395492343445271208502638612294,76452513495727386536667103045876383274425111643968241,107363778982291072746467697746171722635604251319306147
695,76452513495727386536667103045876383274425111643968241,107363778982291072746467697746171722635604251319306147,1,-30911265486563686209800594700295339361179139675337906,-15455632743281843104900297350147669680589569837668953,107363778982291072746467697746171722635604251319306147
696,-15455632743281843104900297350147669680589569837668953,107363778982291072746467697746171722635604251319306147,0,91908146239009229641567400396024052955014681481637194,-15455632743281843104900297350147669680589569837668953,45954073119504614820783700198012026477507340740818597
697,-15455632743281843104900297350147669680589569837668953,45954073119504614820783700198012026477507340740818597,1,-61409705862786457925683997548159696158096910578487550,-30704852931393228962841998774079848079048455289243775,45954073119504614820783700198012026477507340740818597
698,-30704852931393228962841998774079848079048455289243775,45954073119504614820783700198012026477507340740818597,0,15249220188111385857941701423932178398458885451574822,-30704852931393228962841998774079848079048455289243775,7624610094055692928970850711966089199229442725787411
699,-30704852931393228962841998774079848079048455289243775,7624610094055692928970850711966089199229442725787411,1,-38329463025448921891812849486045937278277898015031186,-19164731512724460945906424743022968639138949007515593,7624610094055692928970850711966089199229442725787411
700,-19164731512724460945906424743022968639138949007515593,7624610094055692928970850711966089199229442725787411,0,-11540121418668768016935574031056879439909506281728182,-19164731512724460945906424743022968639138949007515593,-5770060709334384008467787015528439719954753140864091
701,-19164731512724460945906424743022968639138949007515593,-5770060709334384008467787015528439719954753140864091,1,-13394670803390076937438637727494528919184195866651502,-6697335401695038468719318863747264459592097933325751,-5770060709334384008467787015528439719954753140864091
702,-6697335401695038468719318863747264459592097933325751,-5770060709334384008467787015528439719954753140864091,0,-12467396111029422477187105879275704179546851074189842,-6697335401695038468719318863747264459592097933325751,-6233698055514711238593552939637852089773425537094921
703,-6697335401695038468719318863747264459592097933325751,-6233698055514711238593552939637852089773425537094921,1,-463637346180327230125765924109412369818672396230830,-231818673090163615062882962054706184909336198115415,-6233698055514711238593552939637852089773425537094921
704,-231818673090163615062882962054706184909336198115415,-6233698055514711238593552939637852089773425537094921,1,-6001879382424547623530669977583145904864089338979506,-231818673090163615062882962054706184909336198115415,-3000939691212273811765334988791572952432044669489753
705,-231818673090163615062882962054706184909336198115415,-3000939691212273811765334988791572952432044669489753,1,2769121018122110196702452026736866767522708471374338,1384560509061055098351226013368433383761354235687169,-3000939691212273811765334988791572952432044669489753
706,1384560509061055098351226013368433383761354235687169,-3000939691212273811765334988791572952432044669489753,1,-4385500200273328910116561002160006336193398905176922,1384560509061055098351226013368433383761354235687169,-2192750100136664455058280501080003168096699452588461
707,1384560509061055098351226013368433383761354235687169,-2192750100136664455058280501080003168096699452588461,1,3577310609197719553409506514448436551858053688275630,1788655304598859776704753257224218275929026844137815,-2192750100136664455058280501080003168096699452588461
708,1788655304598859776704753257224218275929026844137815,-2192750100136664455058280501080003168096699452588461,0,-404094795537804678353527243855784892167672608450646,1788655304598859776704753257224218275929026844137815,-202047397768902339176763621927892446083836304225323
709,1788655304598859776704753257224218275929026844137815,-202047397768902339176763621927892446083836304225323,1,1990702702367762115881516879152110722012863148363138,995351351183881057940758439576055361006431574181569,-202047397768902339176763621927892446083836304225323
710,995351351183881057940758439576055361006431574181569,-202047397768902339176763621927892446083836304225323,0,793303953414978718763994817648162914922595269956246,995351351183881057940758439576055361006431574181569,396651976707489359381997408824081457461297634978123
711,995351351183881057940758439576055361006431574181569,396651976707489359381997408824081457461297634978123,1,598699374476391698558761030751973903545133939203446,299349687238195849279380515375986951772566969601723,396651976707489359381997408824081457461297634978123
712,299349687238195849279380515375986951772566969601723,396651976707489359381997408824081457461297634978123,0,696001663945685208661377924200068409233864604579846,299349687238195849279380515375986951772566969601723,348000831972842604330688962100034204616932302289923
713,299349687238195849279380515375986951772566969601723,348000831972842604330688962100034204616932302289923,0,647350519211038453610069477476021156389499271891646,323675259605519226805034738738010578194749635945823,348000831972842604330688962100034204616932302289923
714,323675259605519226805034738738010578194749635945823,348000831972842604330688962100034204616932302289923,0,671676091578361831135723700838044782811681938235746,323675259605519226805034738738010578194749635945823,335838045789180915567861850419022391405840969117873
715,323675259605519226805034738738010578194749635945823,335838045789180915567861850419022391405840969117873,1,-12162786183661688762827111681011813211091333172050,-6081393091830844381413555840505906605545666586025,335838045789180915567861850419022391405840969117873
716,-6081393091830844381413555840505906605545666586025,335838045789180915567861850419022391405840969117873,1,341919438881011759949275406259528298011386635703898,-6081393091830844381413555840505906605545666586025,170959719440505879974637703129764149005693317851949
717,-6081393091830844381413555840505906605545666586025,170959719440505879974637703129764149005693317851949,1,-177041112532336724356051258970270055611238984437974,-88520556266168362178025629485135027805619492218987,170959719440505879974637703129764149005693317851949
718,-88520556266168362178025629485135027805619492218987,170959719440505879974637703129764149005693317851949,0,82439163174337517796612073644629121200073825632962,-88520556266168362178025629485135027805619492218987,41219581587168758898306036822314560600036912816481
719,-88520556266168362178025629485135027805619492218987,41219581587168758898306036822314560600036912816481,0,-47300974678999603279719592662820467205582579402506,-23650487339499801639859796331410233602791289701253,41219581587168758898306036822314560600036912816481
720,-23650487339499801639859796331410233602791289701253,41219581587168758898306036822314560600036912816481,1,64870068926668560538165833153724794202828202517734,-23650487339499801639859796331410233602791289701253,32435034463334280269082916576862397101414101258867
721,-23650487339499801639859796331410233602791289701253,32435034463334280269082916576862397101414101258867,0,8784547123834478629223120245452163498622811557614,4392273561917239314611560122726081749311405778807,32435034463334280269082916576862397101414101258867
722,4392273561917239314611560122726081749311405778807,32435034463334280269082916576862397101414101258867,0,36827308025251519583694476699588478850725507037674,4392273561917239314611560122726081749311405778807,18413654012625759791847238349794239425362753518837
723,4392273561917239314611560122726081749311405778807,18413654012625759791847238349794239425362753518837,1,-14021380450708520477235678227068157676051347740030,-7010690225354260238617839113534078838025673870015,18413654012625759791847238349794239425362753518837
724,-7010690225354260238617839113534078838025673870015,18413654012625759791847238349794239425362753518837,0,11402963787271499553229399236260160587337079648822,-7010690225354260238617839113534078838025673870015,5701481893635749776614699618130080293668539824411
725,-7010690225354260238617839113534078838025673870015,5701481893635749776614699618130080293668539824411,1,-12712172118990010015232538731664159131694213694426,-6356086059495005007616269365832079565847106847213,5701481893635749776614699618130080293668539824411
726,-6356086059495005007616269365832079565847106847213,5701481893635749776614699618130080293668539824411,0,-654604165859255231001569747701999272178567022802,-6356086059495005007616269365832079565847106847213,-327302082929627615500784873850999636089283511401
727,-6356086059495005007616269365832079565847106847213,-327302082929627615500784873850999636089283511401,0,-6683388142424632623117054239683079201936390358614,-3341694071212316311558527119841539600968195179307,-327302082929627615500784873850999636089283511401
728,-3341694071212316311558527119841539600968195179307,-327302082929627615500784873850999636089283511401,1,3014391988282688696057742245990539964878911667906,-3341694071212316311558527119841539600968195179307,1507195994141344348028871122995269982439455833953
729,-3341694071212316311558527119841539600968195179307,1507195994141344348028871122995269982439455833953,0,-1834498077070971963529655996846269618528739345354,-917249038535485981764827998423134809264369672677,1507195994141344348028871122995269982439455833953
730,-917249038535485981764827998423134809264369672677,1507195994141344348028871122995269982439455833953,1,2424445032676830329793699121418404791703825506630,-917249038535485981764827998423134809264369672677,1212222516338415164896849560709202395851912753315
731,-917249038535485981764827998423134809264369672677,1212222516338415164896849560709202395851912753315,0,294973477802929183132021562286067586587543080638,147486738901464591566010781143033793293771540319,1212222516338415164896849560709202395851912753315
732,147486738901464591566010781143033793293771540319,1212222516338415164896849560709202395851912753315,0,1359709255239879756462860341852236189145684293634,147486738901464591566010781143033793293771540319,679854627619939878231430170926118094572842146817
733,147486738901464591566010781143033793293771540319,679854627619939878231430170926118094572842146817,1,-532367888718475286665419389783084301279070606498,-266183944359237643332709694891542150639535303249,679854627619939878231430170926118094572842146817
734,-266183944359237643332709694891542150639535303249,679854627619939878231430170926118094572842146817,1,946038571979177521564139865817660245212377450066,-266183944359237643332709694891542150639535303249,473019285989588760782069932908830122606188725033
735,-266183944359237643332709694891542150639535303249,473019285989588760782069932908830122606188725033,1,-739203230348826404114779627800372273245724028282,-369601615174413202057389813900186136622862014141,473019285989588760782069932908830122606188725033
736,-369601615174413202057389813900186136622862014141,473019285989588760782069932908830122606188725033,1,842620901164001962839459746809016259229050739174,-369601615174413202057389813900186136622862014141,421310450582000981419729873404508129614525369587
737,-369601615174413202057389813900186136622862014141,421310450582000981419729873404508129614525369587,0,51708835407587779362340059504321992991663355446,25854417703793889681170029752160996495831677723,421310450582000981419729873404508129614525369587
738,25854417703793889681170029752160996495831677723,421310450582000981419729873404508129614525369587,0,447164868285794871100899903156669126110357047310,25854417703793889681170029752160996495831677723,223582434142897435550449951578334563055178523655
739,25854417703793889681170029752160996495831677723,223582434142897435550449951578334563055178523655,0,249436851846691325231619981330495559551010201378,124718425923345662615809990665247779775505100689,223582434142897435550449951578334563055178523655
740,124718425923345662615809990665247779775505100689,223582434142897435550449951578334563055178523655,1,98864008219551772934639960913086783279673422966,124718425923345662615809990665247779775505100689,49432004109775886467319980456543391639836711483
741,124718425923345662615809990665247779775505100689,49432004109775886467319980456543391639836711483,1,75286421813569776148490010208704388135668389206,37643210906784888074245005104352194067834194603,49432004109775886467319980456543391639836711483
742,37643210906784888074245005104352194067834194603,49432004109775886467319980456543391639836711483,0,87075215016560774541564985560895585707670906086,37643210906784888074245005104352194067834194603,43537607508280387270782492780447792853835453043
743,37643210906784888074245005104352194067834194603,43537607508280387270782492780447792853835453043,0,81180818415065275345027497884799986921669647646,40590409207532637672513748942399993460834823823,43537607508280387270782492780447792853835453043
744,40590409207532637672513748942399993460834823823,43537607508280387270782492780447792853835453043,0,84128016715813024943296241722847786314670276866,40590409207532637672513748942399993460834823823,42064008357906512471648120861423893157335138433
745,40590409207532637672513748942399993460834823823,42064008357906512471648120861423893157335138433,1,-1473599150373874799134371919023899696500314610,-736799575186937399567185959511949848250157305,42064008357906512471648120861423893157335138433
746,-736799575186937399567185959511949848250157305,42064008357906512471648120861423893157335138433,1,42800807933093449871215306820935843005585295738,-736799575186937399567185959511949848250157305,21400403966546724935607653410467921502792647869
747,-736799575186937399567185959511949848250157305,21400403966546724935607653410467921502792647869,1,-22137203541733662335174839369979871351042805174,-11068601770866831167587419684989935675521402587,21400403966546724935607653410467921502792647869
748,-11068601770866831167587419684989935675521402587,21400403966546724935607653410467921502792647869,0,10331802195679893768020233725477985827271245282,-11068601770866831167587419684989935675521402587,5165901097839946884010116862738992913635622641
749,-11068601770866831167587419684989935675521402587,5165901097839946884010116862738992913635622641,0,-5902700673026884283577302822250942761885779946,-2951350336513442141788651411125471380942889973,5165901097839946884010116862738992913635622641
750,-2951350336513442141788651411125471380942889973,5165901097839946884010116862738992913635622641,1,8117251434353389025798768273864464294578512614,-2951350336513442141788651411125471380942889973,4058625717176694512899384136932232147289256307
751,-2951350336513442141788651411125471380942889973,4058625717176694512899384136932232147289256307,0,1107275380663252371110732725806760766346366334,553637690331626185555366362903380383173183167,4058625717176694512899384136932232147289256307
752,553637690331626185555366362903380383173183167,4058625717176694512899384136932232147289256307,0,4612263407508320698454750499835612530462439474,553637690331626185555366362903380383173183167,2306131703754160349227375249917806265231219737
753,553637690331626185555366362903380383173183167,2306131703754160349227375249917806265231219737,1,-1752494013422534163672008887014425882058036570,-876247006711267081836004443507212941029018285,2306131703754160349227375249917806265231219737
754,-876247006711267081836004443507212941029018285,2306131703754160349227375249917806265231219737,1,3182378710465427431063379693425019206260238022,-876247006711267081836004443507212941029018285,1591189355232713715531689846712509603130119011
755,-876247006711267081836004443507212941029018285,1591189355232713715531689846712509603130119011,0,714942348521446633695685403205296662101100726,357471174260723316847842701602648331050550363,1591189355232713715531689846712509603130119011
756,357471174260723316847842701602648331050550363,1591189355232713715531689846712509603130119011,0,1948660529493437032379532548315157934180669374,357471174260723316847842701602648331050550363,974330264746718516189766274157578967090334687
757,357471174260723316847842701602648331050550363,974330264746718516189766274157578967090334687,0,1331801439007441833037608975760227298140885050,665900719503720916518804487880113649070442525,974330264746718516189766274157578967090334687
758,665900719503720916518804487880113649070442525,974330264746718516189766274157578967090334687,1,308429545242997599670961786277465318019892162,665900719503720916518804487880113649070442525,154214772621498799835480893138732659009946081
759,665900719503720916518804487880113649070442525,154214772621498799835480893138732659009946081,0,820115492125219716354285381018846308080388606,410057746062609858177142690509423154040194303,154214772621498799835480893138732659009946081
760,410057746062609858177142690509423154040194303,154214772621498799835480893138732659009946081,1,-255842973441111058341661797370690495030248222,410057746062609858177142690509423154040194303,-127921486720555529170830898685345247515124111
761,410057746062609858177142690509423154040194303,-127921486720555529170830898685345247515124111,1,537979232783165387347973589194768401555318414,268989616391582693673986794597384200777659207,-127921486720555529170830898685345247515124111
762,268989616391582693673986794597384200777659207,-127921486720555529170830898685345247515124111,1,-396911103112138222844817693282729448292783318,268989616391582693673986794597384200777659207,-198455551556069111422408846641364724146391659
763,268989616391582693673986794597384200777659207,-198455551556069111422408846641364724146391659,1,467445167947651805096395641238748924924050866,233722583973825902548197820619374462462025433,-198455551556069111422408846641364724146391659
764,233722583973825902548197820619374462462025433,-198455551556069111422408846641364724146391659,0,35267032417756791125788973978009738315633774,233722583973825902548197820619374462462025433,17633516208878395562894486989004869157816887
765,233722583973825902548197820619374462462025433,17633516208878395562894486989004869157816887,1,216089067764947506985303333630369593304208546,108044533882473753492651666815184796652104273,17633516208878395562894486989004869157816887
766,108044533882473753492651666815184796652104273,17633516208878395562894486989004869157816887,1,-90411017673595357929757179826179927494287386,108044533882473753492651666815184796652104273,-45205508836797678964878589913089963747143693
767,108044533882473753492651666815184796652104273,-45205508836797678964878589913089963747143693,1,153250042719271432457530256728274760399247966,76625021359635716228765128364137380199623983,-45205508836797678964878589913089963747143693
768,76625021359635716228765128364137380199623983,-45205508836797678964878589913089963747143693,0,31419512522838037263886538451047416452480290,76625021359635716228765128364137380199623983,15709756261419018631943269225523708226240145
769,76625021359635716228765128364137380199623983,15709756261419018631943269225523708226240145,1,60915265098216697596821859138613671973383838,30457632549108348798410929569306835986691919,15709756261419018631943269225523708226240145
770,30457632549108348798410929569306835986691919,15709756261419018631943269225523708226240145,1,-14747876287689330166467660343783127760451774,30457632549108348798410929569306835986691919,-7373938143844665083233830171891563880225887
771,30457632549108348798410929569306835986691919,-7373938143844665083233830171891563880225887,1,37831570692953013881644759741198399866917806,18915785346476506940822379870599199933458903,-7373938143844665083233830171891563880225887
772,18915785346476506940822379870599199933458903,-7373938143844665083233830171891563880225887,1,-26289723490321172024056210042490763813684790,18915785346476506940822379870599199933458903,-13144861745160586012028105021245381906842395
773,18915785346476506940822379870599199933458903,-13144861745160586012028105021245381906842395,1,32060647091637092952850484891844581840301298,16030323545818546476425242445922290920150649,-13144861745160586012028105021245381906842395
774,16030323545818546476425242445922290920150649,-13144861745160586012028105021245381906842395,0,2885461800657960464397137424676909013308254,16030323545818546476425242445922290920150649,1442730900328980232198568712338454506654127
775,16030323545818546476425242445922290920150649,1442730900328980232198568712338454506654127,1,14587592645489566244226673733583836413496522,7293796322744783122113336866791918206748261,1442730900328980232198568712338454506654127
776,7293796322744783122113336866791918206748261,1442730900328980232198568712338454506654127,1,-5851065422415802889914768154453463700094134,7293796322744783122113336866791918206748261,-2925532711207901444957384077226731850047067
777,7293796322744783122113336866791918206748261,-2925532711207901444957384077226731850047067,0,4368263611536881677155952789565186356701194,2184131805768440838577976394782593178350597,-2925532711207901444957384077226731850047067
778,2184131805768440838577976394782593178350597,-2925532711207901444957384077226731850047067,0,-741400905439460606379407682444138671696470,2184131805768440838577976394782593178350597,-370700452719730303189703841222069335848235
779,2184131805768440838577976394782593178350597,-370700452719730303189703841222069335848235,0,1813431353048710535388272553560523842502362,906715676524355267694136276780261921251181,-370700452719730303189703841222069335848235
780,906715676524355267694136276780261921251181,-370700452719730303189703841222069335848235,0,536015223804624964504432435558192585402946,906715676524355267694136276780261921251181,268007611902312482252216217779096292701473
781,906715676524355267694136276780261921251181,268007611902312482252216217779096292701473,0,1174723288426667749946352494559358213952654,587361644213333874973176247279679106976327,268007611902312482252216217779096292701473
782,587361644213333874973176247279679106976327,268007611902312482252216217779096292701473,1,-319354032311021392720960029500582814274854,587361644213333874973176247279679106976327,-159677016155510696360480014750291407137427
783,587361644213333874973176247279679106976327,-159677016155510696360480014750291407137427,1,747038660368844571333656262029970514113754,373519330184422285666828131014985257056877,-159677016155510696360480014750291407137427
784,373519330184422285666828131014985257056877,-159677016155510696360480014750291407137427,0,213842314028911589306348116264693849919450,373519330184422285666828131014985257056877,106921157014455794653174058132346924959725
785,373519330184422285666828131014985257056877,106921157014455794653174058132346924959725,0,480440487198878080320002189147332182016602,240220243599439040160001094573666091008301,106921157014455794653174058132346924959725
786,240220243599439040160001094573666091008301,106921157014455794653174058132346924959725,0,347141400613894834813175152706013015968026,240220243599439040160001094573666091008301,173570700306947417406587576353006507984013
787,240220243599439040160001094573666091008301,173570700306947417406587576353006507984013,0,413790943906386457566588670926672598992314,206895471953193228783294335463336299496157,173570700306947417406587576353006507984013
