batch	shots	toffoli	clifford	classical_failures	phase_failure_shots	ancilla_failure_shots	any_failure_shots	phase_garbage_batches	ancilla_garbage_batches	inputs_end_offset
5	64	72156527	4783099095	0	0	0	0	0	0	36141
0	64	72163358	4784466327	0	0	0	0	0	0	72046
1	64	72170096	4789177140	0	0	0	0	0	0	107984
2	64	72155890	4784947181	0	0	0	0	0	0	143967
4	64	72166070	4787795149	0	0	0	0	0	0	179940
3	64	72161065	4787092731	0	0	0	0	0	0	215912
6	64	72154152	4783507633	0	0	0	0	0	0	251901
7	64	72171041	4785122058	0	0	0	0	0	0	287888
8	64	72164571	4785153378	0	0	0	0	0	0	323867
10	64	72159940	4786375412	0	0	0	0	0	0	359914
11	64	72156576	4785700568	0	0	0	0	0	0	395969
9	64	72166231	4782484815	0	0	0	0	0	0	431944
13	64	72160353	4773866819	0	0	0	0	0	0	468001
12	64	72148023	4781643943	0	0	0	0	0	0	504045
15	64	72157686	4784299640	0	0	0	0	0	0	540110
14	64	72159942	4782868308	0	0	0	0	0	0	576155
21	64	72164358	4787365712	0	0	0	0	0	0	612271
19	64	72158761	4778737132	0	0	0	0	0	0	648388
17	64	72160177	4775176972	0	0	0	0	0	0	684494
23	64	72164274	4782988303	0	0	0	0	0	0	720608
20	64	72158889	4786884400	0	0	0	0	0	0	756723
18	64	72166780	4789590913	0	0	0	0	0	0	792852
22	64	72170813	4781280687	0	0	0	0	0	0	828968
16	64	72164977	4783347717	0	0	0	0	0	0	865069
25	64	72160442	4789613301	0	0	0	0	0	0	901185
27	64	72159956	4782467700	0	0	0	0	0	0	937284
29	64	72164293	4782729204	0	0	0	0	0	0	973393
24	64	72165136	4789282062	0	0	0	0	0	0	1009510
28	64	72148270	4783452894	0	0	0	0	0	0	1045628
30	64	72163263	4776863267	0	0	0	0	0	0	1081729
31	64	72162347	4784361442	0	0	0	0	0	0	1117831
26	64	72164777	4788932772	0	0	0	0	0	0	1153959
35	64	72161578	4785885219	0	0	0	0	0	0	1190069
37	64	72161496	4789481232	0	0	0	0	0	0	1226170
39	64	72161735	4784979438	0	0	0	0	0	0	1262284
